State_UT,District,Households_Surveyed,Women_Interviewed_15_49yrs,Men_Interviewed_15_54yrs,Sex_Ratio_per_1000_males,Children_Under5_Stunted_pct,Children_Under5_Wasted_pct,Children_Under5_Underweight_pct,Children_Under5_Overweight_pct,Anaemia_Children_6_59months_pct,Anaemia_Women_15_49yrs_pct,Anaemia_Men_15_49yrs_pct,Institutional_Births_pct,Skilled_Birth_Attendant_pct,Full_Immunisation_12_23months_pct,Contraceptive_Prevalence_Rate_pct,Unmet_Need_Family_Planning_pct,Total_Fertility_Rate,Women_BMI_Below_Normal_pct,Men_BMI_Below_Normal_pct,Women_Hypertension_pct,Men_Hypertension_pct,Women_Diabetes_pct,Men_Diabetes_pct,Households_Improved_Drinking_Water_pct,Households_Improved_Sanitation_pct,Households_Electricity_pct,Women_Secondary_Education_pct,Child_Marriage_Women_pct
Assam,Morigaon,34358,26318,10151,959,40.7,14.7,38.4,2.8,72.3,69.9,23.5,78.5,91.2,69.0,56.0,11.1,2.8,32.3,17.8,18.1,22.2,6.4,8.2,74.5,74.3,91.1,57.9,44.5
Assam,Nagaon,30085,27993,8636,951,36.4,17.0,30.5,2.9,74.6,64.0,29.4,92.2,83.2,52.9,55.0,15.6,2.4,20.0,19.5,20.5,19.6,6.1,6.9,79.9,60.8,100.0,44.8,44.7
Assam,Nalbari,23034,26690,13299,927,37.4,13.3,33.6,2.0,73.9,66.1,26.6,85.0,82.2,77.3,55.6,14.7,2.5,24.5,26.8,15.0,16.0,7.3,7.8,85.8,74.9,95.2,59.1,38.3
Assam,Sivasagar,22787,27199,6267,947,34.6,19.3,31.4,1.3,72.2,65.9,25.7,85.3,85.3,78.4,55.8,14.0,2.4,27.0,22.8,15.2,21.3,5.7,8.7,85.9,88.4,90.9,44.5,34.8
Assam,Sonitpur,26968,24301,6296,970,34.3,18.9,40.6,2.7,67.2,68.3,29.5,76.5,85.7,80.8,60.5,13.4,2.2,13.2,23.0,16.0,12.5,7.3,9.6,81.9,79.5,100.0,61.1,48.1
Assam,South Salmara-Mankachar,29361,16499,9730,951,35.0,22.5,31.1,2.9,70.8,68.2,31.1,78.6,85.4,65.3,51.4,11.8,2.4,22.3,18.9,13.8,17.8,4.2,8.6,83.7,55.4,90.5,40.5,37.6
Assam,Tinsukia,21123,23155,7525,923,39.5,16.6,28.2,2.6,64.0,72.3,26.1,96.3,83.6,65.6,50.4,9.4,2.4,25.1,22.5,13.3,20.7,5.8,7.7,95.9,79.0,90.7,39.1,17.8
Assam,Udalguri,19889,29062,7767,957,37.7,15.3,28.7,2.9,70.2,63.6,30.2,82.3,84.1,78.4,59.2,14.9,2.4,21.6,22.1,14.6,18.3,6.5,7.2,82.0,51.2,89.3,48.9,36.3
Assam,West Karbi Anglong,27118,29241,12291,966,38.8,14.1,40.9,2.0,72.6,72.0,24.0,92.7,82.2,74.6,59.3,12.7,2.6,27.2,15.8,21.9,13.0,8.0,9.2,74.3,65.9,86.5,45.9,32.5
Assam,Baksa (Zone 2),22664,28692,10239,951,36.9,10.9,28.0,3.5,76.1,63.1,24.2,82.8,86.0,64.7,60.1,12.1,2.3,26.2,21.0,16.7,17.7,6.4,6.9,80.9,86.0,94.8,45.0,40.6
Bihar,Araria,32833,20081,10993,927,48.1,15.3,34.4,1.4,75.6,78.2,36.7,81.1,82.0,48.8,51.7,13.0,3.0,27.3,23.1,12.0,18.5,4.4,6.7,94.6,54.0,78.3,35.7,50.8
Bihar,Arwal,37550,29224,10446,931,46.7,27.9,32.5,2.1,76.9,76.3,30.3,78.5,74.9,67.4,52.9,16.6,2.9,29.5,24.9,18.3,16.9,3.7,7.8,70.8,57.2,88.0,49.0,24.9
Bihar,Aurangabad,27052,27900,11032,939,47.7,21.6,43.2,2.3,75.4,72.4,29.5,74.4,87.1,70.3,37.4,16.6,3.0,27.9,23.4,18.2,18.9,4.7,6.9,70.2,48.4,87.9,44.9,49.6
Bihar,Banka,21240,28317,9612,934,48.1,22.4,43.8,2.6,77.8,74.1,33.2,75.8,70.9,63.5,50.5,13.3,2.9,24.8,23.8,12.2,17.4,5.5,5.7,83.3,76.3,83.0,31.9,35.8
Bihar,Begusarai,23362,22903,10304,929,42.0,21.9,33.8,2.0,76.1,77.1,26.1,51.8,79.5,81.2,62.4,15.5,2.9,31.2,21.1,17.0,18.0,6.6,9.3,81.1,58.9,90.9,23.8,36.4
Bihar,Bhagalpur,28704,28861,12472,950,49.8,20.0,40.0,1.8,75.6,75.5,27.4,70.7,75.6,52.9,50.1,13.8,2.8,29.1,25.8,17.7,16.7,5.9,6.4,80.1,58.0,78.8,36.9,53.4
Bihar,Bhojpur,20712,18784,11635,918,47.5,18.1,38.4,2.3,79.8,72.6,28.6,76.0,82.8,52.0,41.2,13.6,3.0,26.0,24.4,15.1,19.9,5.8,6.8,83.0,51.3,96.2,37.4,47.4
Bihar,Buxar,27188,20276,12228,921,44.7,17.4,45.6,1.4,81.6,70.3,31.9,73.4,82.8,60.1,54.0,15.1,3.1,31.0,22.9,15.5,15.0,3.0,6.3,97.3,74.4,90.9,35.9,42.2
Bihar,Darbhanga,25922,19959,8767,937,48.8,21.3,40.1,2.3,77.4,71.9,28.3,76.8,90.4,53.8,46.2,15.4,3.1,28.7,26.0,15.6,20.0,3.9,5.7,77.2,45.3,90.1,51.3,42.2
Bihar,East Champaran,23570,24278,12745,943,46.2,23.8,42.8,1.4,76.0,74.5,33.4,88.6,69.9,57.7,47.5,14.4,2.9,31.9,24.7,15.4,17.3,4.7,8.6,65.1,67.2,100.0,38.1,40.5
Bihar,Gaya,24997,19998,11209,937,50.8,15.7,38.7,1.8,77.4,68.2,31.4,92.2,67.1,66.7,51.0,16.1,2.6,25.4,27.0,19.6,16.6,6.2,5.2,70.3,70.7,98.4,40.8,39.5
Bihar,Gopalganj,21184,23371,11372,956,45.9,18.6,41.3,1.8,74.7,79.3,29.3,73.1,72.8,71.7,53.9,13.4,3.2,33.7,22.6,12.3,19.0,4.8,7.3,62.2,75.7,84.9,43.8,42.1
Bihar,Jamui,29770,17885,10639,936,48.5,25.9,32.2,2.8,75.4,70.3,26.0,74.5,85.4,63.9,64.1,11.4,3.0,23.0,26.5,17.8,16.2,3.0,6.7,81.5,69.9,97.2,29.4,47.4
Bihar,Jehanabad,21766,21678,11045,926,46.8,21.0,37.6,1.7,75.1,69.7,26.7,81.4,68.8,71.0,57.8,10.7,2.9,32.8,21.1,15.1,17.9,6.3,6.2,73.2,82.1,99.7,45.8,42.7
Bihar,Kaimur,28115,26831,13348,950,50.5,22.0,32.5,2.5,71.0,71.8,30.8,92.0,100.0,70.5,53.9,16.3,3.1,26.7,32.2,16.5,18.0,6.2,6.9,84.7,57.6,88.2,29.2,45.5
Bihar,Katihar,23431,29239,11234,937,48.7,16.7,38.1,2.3,78.4,72.1,29.8,63.9,75.1,73.0,58.5,16.3,3.0,28.0,22.4,17.4,17.8,6.0,6.0,60.8,78.2,88.6,31.1,47.5
Bihar,Khagaria,19695,23346,10520,960,43.6,23.6,41.3,1.8,75.6,67.7,31.2,67.8,67.2,51.3,61.7,13.4,3.1,25.9,18.2,13.8,19.5,5.3,6.0,79.3,71.0,96.6,49.6,39.1
Bihar,Kishanganj,30361,19801,11659,927,44.6,21.0,39.8,2.0,72.0,72.3,27.2,83.1,86.3,48.4,49.4,11.3,2.8,27.7,19.2,14.2,15.0,5.7,6.6,72.2,67.1,88.3,35.8,55.4
Bihar,Lakhisarai,24302,25901,9260,954,44.1,22.5,47.7,1.4,71.3,76.1,30.8,80.4,80.7,68.5,47.0,17.6,3.2,27.1,24.8,12.9,18.0,6.1,6.4,87.0,61.0,93.8,29.8,41.8
Bihar,Madhepura,27970,26928,7524,926,49.1,18.7,32.0,2.9,80.5,69.1,32.1,72.0,80.1,67.6,53.6,13.0,3.0,24.3,21.7,15.9,15.6,6.2,8.0,73.4,67.9,93.5,41.8,42.6
Bihar,Madhubani,17321,24944,8620,958,49.2,17.7,40.2,2.3,74.2,76.2,37.1,69.7,67.0,67.7,59.3,14.4,3.2,22.6,27.8,14.8,20.4,7.5,5.7,73.6,75.3,89.1,37.6,42.2
Bihar,Munger,16122,24080,8297,924,50.6,16.2,44.1,1.9,73.9,75.4,31.0,80.6,85.7,62.0,51.3,12.3,2.9,39.8,30.0,13.3,14.4,6.0,7.0,82.4,61.9,90.4,40.6,42.7
Bihar,Muzaffarpur,26731,19489,8870,923,54.5,21.1,38.4,2.5,76.9,74.3,31.8,92.5,69.0,69.3,49.4,16.4,3.0,26.3,23.8,18.0,18.8,4.3,6.6,72.3,49.9,89.9,35.5,61.4
Bihar,Nalanda,24799,35483,7776,938,52.2,15.2,30.6,2.9,76.6,70.4,31.6,54.9,78.0,68.0,60.5,12.5,3.2,24.3,26.0,14.2,16.2,4.5,7.2,84.9,62.2,91.2,26.4,39.6
Bihar,Nawada,27478,22458,7620,936,49.5,20.8,48.8,2.2,76.6,72.8,33.7,84.8,73.0,53.1,53.8,13.0,3.3,32.9,23.2,15.9,17.1,6.3,4.3,73.1,67.5,97.0,34.1,27.0
Bihar,Patna,23082,26186,10926,938,46.5,18.2,29.0,2.4,80.1,75.0,26.6,74.4,77.9,70.4,59.0,13.2,2.9,29.8,30.8,17.4,18.6,5.6,7.9,81.3,54.7,98.0,43.6,38.5
Bihar,Purnia,28560,25687,11106,925,47.8,25.1,45.4,2.1,78.8,69.9,31.2,90.5,76.3,57.4,51.1,12.3,3.0,26.5,19.4,16.0,18.8,4.6,8.0,82.1,77.4,87.7,44.8,33.3
Bihar,Rohtas,26264,26877,6928,928,44.8,21.8,35.3,2.2,69.5,75.5,26.3,80.4,83.0,58.7,58.5,15.7,2.8,24.0,17.1,16.7,13.9,5.6,6.2,83.4,61.4,89.4,43.9,44.7
Bihar,Saharsa,19402,26470,5799,953,48.5,16.9,38.8,2.0,74.5,74.0,34.3,84.7,67.5,70.6,63.0,16.0,3.2,36.0,29.1,16.5,19.1,5.6,6.5,75.2,83.8,86.9,50.3,46.0
Bihar,Samastipur,26853,25174,11116,929,49.2,18.2,40.6,3.0,73.0,69.8,34.4,91.7,78.0,74.1,63.0,13.1,3.1,32.9,31.7,17.1,15.2,7.5,6.0,75.3,69.1,98.8,44.8,45.3
Bihar,Saran,24214,24176,8506,925,46.3,20.7,34.2,2.2,74.2,78.3,34.7,72.3,76.8,64.3,52.3,15.5,2.5,23.5,27.5,17.3,15.4,6.4,5.9,80.0,74.8,90.8,41.6,37.9
Bihar,Sheikhpura,17856,23561,10602,931,43.1,18.5,38.6,1.9,74.0,72.8,31.4,83.0,72.8,54.2,48.7,13.8,3.0,24.9,19.8,15.1,17.4,6.1,5.9,74.7,53.9,90.8,31.2,46.6
Bihar,Sheohar,31816,29987,9875,932,53.7,21.0,35.0,2.0,67.9,72.8,27.5,83.3,73.6,63.9,51.2,19.3,3.0,35.3,28.3,17.0,17.7,5.9,4.6,75.8,75.1,90.8,26.8,41.6
Bihar,Sitamarhi,25882,29871,8973,914,46.1,14.9,35.4,2.8,73.9,72.3,29.1,91.2,91.0,85.0,54.0,15.7,3.2,33.9,20.3,16.4,14.8,4.9,5.7,73.1,58.5,88.3,44.7,33.2
Delhi,Central Delhi,19517,25572,12415,954,23.7,13.4,20.6,3.6,45.5,39.7,16.4,98.6,98.0,83.8,58.5,9.8,1.4,11.7,11.9,19.7,23.2,11.9,12.2,95.1,95.7,100.0,76.9,3.3
Delhi,East Delhi,33028,25858,12216,964,23.3,9.9,24.2,3.7,45.1,42.9,10.7,99.2,98.8,90.5,77.7,5.9,1.2,12.4,11.6,25.9,23.7,10.9,14.7,94.0,98.5,99.9,71.2,8.6
Delhi,New Delhi,27081,21442,10715,935,25.1,12.4,25.5,3.9,46.0,42.7,17.6,96.9,99.6,87.0,61.7,9.1,1.4,12.8,11.4,30.7,28.0,13.7,13.1,95.2,98.9,100.0,86.8,8.2
Delhi,North Delhi,26964,29410,10359,960,23.3,12.3,19.4,4.3,40.6,42.7,9.0,97.7,96.1,94.0,65.1,9.7,1.6,11.1,14.5,28.8,24.3,14.3,11.8,95.4,95.8,99.9,71.7,13.7
Delhi,North East Delhi,27151,24192,11654,955,24.4,7.2,19.8,2.9,50.0,44.8,15.2,99.9,97.2,90.7,62.8,9.4,1.3,14.5,11.6,21.0,22.1,11.8,14.2,94.7,100.0,100.0,81.6,10.2
Delhi,North West Delhi,26147,26354,13807,920,22.1,11.7,19.5,2.5,41.4,41.5,18.8,98.8,96.5,90.4,55.8,10.6,1.5,12.8,13.7,22.1,20.8,10.8,16.1,94.0,91.3,99.9,81.3,13.6
Delhi,Shahdara,32788,22513,10081,933,23.4,11.4,21.3,3.6,44.1,36.3,13.7,98.7,97.0,88.3,63.8,8.5,1.3,11.1,10.6,27.8,25.5,10.8,14.4,98.4,92.9,100.0,76.0,11.3
Delhi,South Delhi,30212,28936,11002,936,22.8,14.5,17.4,3.6,44.6,39.5,14.2,98.5,98.0,87.5,59.9,6.7,1.5,16.5,11.0,26.7,27.1,9.5,17.4,97.4,100.0,99.9,88.9,12.3
Delhi,South East Delhi,29445,22827,12644,938,24.2,7.1,16.6,3.9,44.9,42.4,17.4,95.1,98.7,78.9,65.0,8.9,1.6,11.3,13.6,29.1,26.8,11.7,15.2,95.6,98.7,100.0,84.4,7.8
Delhi,South West Delhi,33979,28165,12386,917,21.2,8.7,19.2,3.8,40.4,43.5,15.5,97.7,97.4,93.2,68.6,8.3,1.5,14.0,10.3,25.6,27.2,8.2,16.6,97.1,96.2,100.0,77.8,4.8
Delhi,West Delhi,29823,26163,10110,912,22.5,11.9,19.2,4.7,37.6,42.3,13.8,98.6,99.2,84.5,59.2,8.8,1.6,14.7,10.3,17.3,23.9,9.9,10.7,94.5,97.2,100.0,79.9,8.2
Delhi,Central Delhi (Zone 2),35318,26361,12924,919,21.4,10.2,20.5,3.9,42.8,40.1,16.2,96.0,99.7,83.0,59.0,6.8,1.4,15.0,12.0,28.9,26.6,9.8,13.3,95.4,99.7,99.8,83.4,12.7
Delhi,East Delhi (Zone 2),25902,25058,12942,916,23.1,7.9,14.4,4.6,38.4,41.6,15.9,98.3,99.1,89.1,67.1,7.6,1.7,11.5,12.7,28.7,26.4,14.4,11.6,100.0,100.0,100.0,88.7,5.0
Delhi,New Delhi (Zone 2),31087,29765,10033,968,25.1,13.7,22.1,4.2,41.0,40.4,17.5,99.2,98.4,85.9,53.9,7.4,1.4,10.4,11.4,29.0,21.2,12.4,15.9,97.0,100.0,99.7,84.4,9.5
Delhi,North Delhi (Zone 2),30884,24334,14210,930,21.2,12.2,20.9,4.5,47.2,43.4,15.3,96.7,97.4,93.9,67.7,8.6,1.5,11.2,13.3,28.0,30.8,10.2,13.2,97.5,98.3,100.0,72.8,12.6
Delhi,North East Delhi (Zone 2),24248,28866,9448,924,24.2,11.2,21.7,3.3,44.1,37.1,16.8,95.7,100.0,86.3,61.2,8.1,1.6,15.8,6.0,29.8,26.0,9.6,11.8,100.0,95.1,99.8,84.8,11.0
Delhi,North West Delhi (Zone 2),31339,31655,8408,910,25.6,12.1,21.1,5.4,44.0,39.5,15.9,100.0,97.0,86.2,63.7,8.9,1.6,15.2,15.6,26.6,22.3,8.9,14.5,99.2,98.0,100.0,74.5,6.7
Delhi,Shahdara (Zone 2),19485,29832,9540,962,24.9,13.8,16.0,2.9,43.6,43.8,18.6,99.1,98.1,82.9,66.9,7.6,1.7,12.4,14.2,28.0,24.6,11.0,13.3,97.9,97.2,99.9,77.0,10.2
Delhi,South Delhi (Zone 2),25744,24735,11656,966,21.5,7.4,15.9,3.4,49.9,41.2,15.4,98.6,98.7,87.6,57.2,11.2,1.4,9.6,9.0,25.2,22.1,13.0,12.5,100.0,99.4,100.0,84.2,13.3
Delhi,South East Delhi (Zone 2),24671,25799,11205,941,24.2,7.8,17.6,3.9,43.8,47.4,12.2,98.8,100.0,99.4,60.4,9.7,1.6,13.4,10.8,27.3,17.4,13.4,14.3,96.6,100.0,99.9,75.6,16.0
Delhi,South West Delhi (Zone 2),25543,28563,14677,952,24.3,8.4,18.4,3.5,43.8,43.6,15.8,95.3,100.0,89.3,67.5,9.7,1.6,13.9,13.7,27.6,24.7,16.5,15.8,98.1,94.4,99.7,79.8,10.4
Delhi,West Delhi (Zone 2),27125,27634,11338,922,22.3,10.8,17.6,3.7,42.8,41.3,12.5,97.8,97.7,73.4,70.2,10.6,1.6,13.0,8.7,31.1,30.7,12.3,16.0,97.4,94.3,99.9,78.8,8.6
Delhi,Central Delhi (Zone 3),27807,27267,10786,919,22.4,9.6,16.1,4.8,37.7,45.4,17.8,97.5,94.6,86.2,61.7,7.5,1.5,16.1,12.3,23.2,20.2,11.3,13.6,98.0,95.9,100.0,89.6,12.4
Delhi,East Delhi (Zone 3),23304,27208,15635,895,23.1,11.1,20.2,3.6,39.9,43.3,14.9,98.8,97.7,94.1,58.5,11.6,1.6,13.9,12.0,23.6,26.3,14.6,9.6,98.0,92.0,99.8,87.8,8.3
Delhi,New Delhi (Zone 3),38046,20639,11435,959,22.4,14.0,25.6,3.9,40.3,47.7,18.2,99.0,97.3,87.8,61.4,9.5,1.3,14.8,8.8,30.1,25.9,13.4,16.9,94.8,96.9,99.9,68.6,11.0
Delhi,North Delhi (Zone 3),33325,35681,9054,948,24.2,10.8,16.1,4.2,41.7,37.0,17.4,99.4,98.6,89.1,66.3,9.3,1.6,12.4,13.6,27.0,25.6,9.5,14.6,95.3,95.7,99.8,71.6,16.4
Delhi,North East Delhi (Zone 3),26339,28136,11722,950,22.1,9.6,17.2,5.0,42.8,45.2,16.2,100.0,96.3,94.3,66.6,7.5,1.5,13.7,10.5,23.5,22.8,16.1,14.0,98.6,95.4,99.8,84.5,6.0
Delhi,North West Delhi (Zone 3),29480,27505,12415,911,24.6,12.4,22.2,3.2,43.1,45.5,16.8,95.9,99.0,78.1,62.2,11.8,1.5,11.3,12.5,21.4,23.1,13.2,12.7,96.5,98.5,100.0,79.6,9.0
Delhi,Shahdara (Zone 3),22968,30925,12680,913,23.7,9.0,19.9,3.4,40.7,43.1,15.4,99.2,97.9,90.0,64.2,9.7,1.5,13.3,11.7,26.0,18.7,12.3,18.4,96.3,95.5,100.0,79.9,13.6
Delhi,South Delhi (Zone 3),32229,31488,10869,922,24.5,13.1,22.6,3.1,46.5,42.3,15.1,98.1,98.3,94.0,61.7,7.3,1.5,13.4,13.5,27.8,22.4,17.0,14.5,99.6,96.7,100.0,83.0,13.7
Delhi,South East Delhi (Zone 3),34812,21447,7927,930,24.5,12.9,19.3,4.9,48.4,40.2,13.3,97.8,99.0,85.4,67.4,9.6,1.4,10.1,8.4,26.8,18.6,14.0,13.7,100.0,100.0,100.0,77.4,13.0
Delhi,South West Delhi (Zone 3),22103,25656,12158,926,24.9,12.0,23.2,3.0,37.1,44.6,13.3,95.0,98.7,92.0,61.5,8.3,1.4,12.3,8.3,23.9,26.6,12.6,14.3,95.0,96.6,99.6,79.1,14.3
Delhi,West Delhi (Zone 3),23086,19697,11327,930,23.3,9.6,14.1,4.1,50.1,43.2,15.0,98.5,98.5,83.9,65.3,9.3,1.6,11.0,13.6,28.0,23.3,14.0,13.0,95.4,95.5,99.6,80.8,4.5
Delhi,Central Delhi (Zone 4),30054,28138,7562,925,23.5,8.9,16.5,4.4,42.3,43.3,13.2,98.3,100.0,90.9,60.4,9.4,1.5,13.0,10.3,25.5,25.6,10.0,12.0,94.2,93.8,99.8,79.0,7.3
Gujarat,Ahmedabad,20308,22119,9704,950,32.7,14.0,32.1,3.1,60.5,46.7,14.6,93.9,94.6,79.2,56.1,8.7,2.0,18.9,16.5,19.0,25.5,6.6,11.5,97.9,90.8,98.8,53.2,30.3
Gujarat,Amreli,22842,25971,10068,924,31.0,14.1,28.4,3.3,56.5,57.9,15.9,99.8,97.5,89.6,59.7,9.2,2.1,17.4,17.5,24.9,18.7,8.3,10.2,85.0,91.7,98.3,56.2,18.4
Gujarat,Anand,29398,28771,11665,949,26.6,18.0,38.3,3.9,65.0,46.0,20.5,91.7,90.6,76.8,68.0,11.4,1.8,14.4,15.4,21.9,22.5,5.3,8.7,91.7,91.3,96.8,56.5,23.1
Gujarat,Aravalli,28193,29798,10381,941,21.9,15.8,35.0,4.9,63.6,55.1,21.1,93.3,94.6,93.7,57.3,12.7,1.8,23.0,11.8,22.8,19.8,6.2,10.9,97.0,80.2,97.5,57.2,21.3
Gujarat,Banaskantha,29653,28150,11356,957,30.4,16.0,21.9,3.6,58.3,57.8,21.4,91.5,95.5,86.7,69.6,11.3,2.2,19.2,17.2,24.7,18.0,8.3,9.0,93.9,96.8,98.4,36.5,18.7
Gujarat,Bharuch,26346,27422,10883,974,24.4,18.5,25.8,5.5,62.9,50.1,18.2,94.7,94.3,89.8,62.9,8.0,1.9,19.1,18.3,19.2,23.1,9.6,6.7,100.0,97.3,98.6,48.1,24.8
Gujarat,Bhavnagar,25875,26072,11445,934,35.3,18.7,24.8,4.9,68.2,68.8,16.6,95.7,88.8,85.9,59.3,13.3,2.0,13.9,14.6,15.1,24.3,4.9,10.6,81.6,84.4,100.0,61.2,15.1
Gujarat,Botad,29208,29448,7667,956,31.9,8.9,26.9,3.4,63.2,53.1,15.8,92.0,95.6,81.4,59.1,8.5,1.7,17.4,15.7,27.5,17.7,5.3,12.1,88.6,84.5,98.2,55.7,34.8
Gujarat,Chhota Udaipur,27794,29847,10025,939,18.1,14.6,34.8,4.2,58.9,52.9,17.9,95.6,97.3,70.7,63.5,11.4,1.7,21.1,24.4,20.7,23.2,7.5,10.9,94.3,88.6,98.0,59.9,33.7
Gujarat,Dahod,25102,29438,10659,943,30.6,14.1,31.6,3.0,56.8,53.9,20.9,91.4,98.2,86.0,58.5,6.4,2.0,17.7,16.3,19.9,16.0,8.2,9.9,95.2,81.4,100.0,40.8,32.5
Gujarat,Dang,19878,32518,9754,934,28.0,13.7,37.1,3.7,61.1,59.2,16.9,96.8,93.2,81.1,62.4,6.5,2.1,23.1,18.7,20.8,22.7,8.4,13.2,91.0,88.9,100.0,51.0,34.5
Gujarat,Devbhoomi Dwarka,32553,27525,11123,970,21.9,15.6,24.8,3.3,59.3,57.8,20.6,95.9,91.7,75.8,71.0,8.0,1.9,18.3,16.0,24.2,25.8,8.8,9.7,91.7,89.7,99.9,58.0,27.0
Gujarat,Gandhinagar,23152,19828,10178,938,19.0,18.2,29.5,3.4,61.2,52.7,23.4,95.3,92.8,88.9,60.9,10.6,1.7,17.1,16.3,21.0,23.4,8.5,6.8,89.8,93.4,98.7,55.8,29.9
Gujarat,Gir Somnath,19737,13969,11642,951,25.6,16.5,32.5,3.8,61.5,62.1,19.0,95.8,93.5,76.1,59.1,8.5,1.8,26.0,13.9,19.8,21.8,9.8,11.0,98.4,67.6,96.6,53.5,30.8
Gujarat,Jamnagar,28079,33475,11339,918,25.1,14.0,25.2,3.9,56.9,55.5,11.4,92.4,91.6,80.2,59.3,11.1,1.9,19.1,17.7,26.6,20.6,9.6,6.9,80.0,93.8,99.0,68.6,11.0
Gujarat,Junagadh,21633,26935,12570,959,29.5,12.3,36.8,3.3,62.5,45.2,16.5,99.3,94.0,92.2,61.6,5.8,1.9,17.2,18.1,21.1,17.4,9.3,14.9,94.5,86.5,100.0,59.9,23.7
Gujarat,Kheda,19952,30637,12446,959,35.2,16.7,25.6,4.6,58.6,56.8,19.1,94.8,96.5,84.0,52.0,7.3,1.8,18.6,14.4,16.9,18.8,5.0,10.3,89.0,79.3,98.9,61.3,38.7
Gujarat,Kutch,24141,26177,7008,947,30.3,15.6,30.9,5.0,63.0,55.5,18.7,90.5,94.4,90.4,54.4,7.4,1.8,16.0,13.6,19.7,17.9,7.1,11.9,85.5,74.2,98.4,64.6,20.4
Gujarat,Mahisagar,28013,17746,9865,961,31.0,15.8,35.0,2.9,65.6,53.8,19.0,94.9,94.7,90.5,56.6,8.0,2.0,17.2,18.7,26.1,20.8,10.4,8.2,95.8,88.6,99.5,52.2,8.7
Gujarat,Mehsana,34391,23897,10564,920,30.3,22.8,35.1,3.3,60.1,52.8,15.3,92.2,93.3,67.7,62.2,9.0,2.0,20.2,18.1,21.7,21.0,10.2,11.9,93.5,80.4,99.3,68.8,17.2
Gujarat,Morbi,23869,29358,7784,948,30.4,11.8,27.3,2.9,60.7,58.0,21.9,87.9,100.0,84.1,58.1,9.8,1.8,17.0,16.6,19.2,20.8,7.6,7.6,92.7,91.7,99.5,65.4,24.6
Gujarat,Narmada,21655,31021,12391,959,25.6,20.2,34.7,4.2,65.4,48.6,21.0,94.6,97.5,81.2,60.1,10.6,1.8,17.0,15.8,17.8,14.5,9.4,11.7,93.3,71.4,98.6,38.0,33.0
Gujarat,Navsari,31986,24020,9504,941,25.0,18.1,25.8,3.9,57.6,44.1,13.3,95.7,93.3,78.1,65.5,11.8,1.8,18.0,17.5,16.9,22.7,10.1,11.9,82.3,80.9,98.1,58.9,25.8
Gujarat,Panchmahal,29026,20422,12607,928,30.7,20.8,31.4,2.9,53.3,45.2,22.0,98.6,100.0,87.9,67.8,8.3,2.1,21.6,17.3,21.3,23.2,9.6,13.1,98.5,91.4,99.8,62.6,18.3
Gujarat,Patan,27517,28761,11031,939,30.6,14.5,32.8,3.8,52.0,55.1,18.3,97.6,95.0,84.8,57.2,8.3,1.7,21.6,21.0,18.6,25.2,4.7,8.1,87.2,76.2,97.4,61.7,20.3
Gujarat,Porbandar,22486,28969,9224,962,29.2,13.4,35.3,3.3,55.3,52.1,17.3,93.7,96.0,84.4,57.5,8.5,2.0,20.5,22.2,24.5,25.4,6.2,12.0,91.7,82.6,99.2,66.5,26.0
Gujarat,Rajkot,32876,22414,10938,942,28.3,16.3,33.8,3.0,69.7,43.9,18.2,96.1,96.8,81.3,61.7,10.3,1.9,23.2,18.5,23.6,19.1,8.8,9.9,87.0,89.9,98.5,63.9,13.4
Gujarat,Sabarkantha,21680,23545,10892,973,27.2,19.6,23.9,5.0,60.1,50.0,19.1,97.4,93.2,76.8,60.9,7.1,2.0,17.3,18.5,21.6,19.0,9.0,12.1,91.1,96.5,100.0,66.3,18.3
Gujarat,Surat,14649,25933,10288,942,20.8,17.0,30.8,3.6,66.5,55.1,23.9,94.4,97.8,93.4,68.6,7.3,2.0,18.0,17.5,23.1,19.5,9.1,6.5,99.2,82.9,99.1,55.2,31.2
Gujarat,Surendranagar,32465,20429,10430,958,36.4,14.3,33.9,4.1,66.3,49.7,17.8,98.3,96.3,71.2,59.3,10.3,1.8,17.0,7.3,22.6,18.3,5.0,4.8,96.1,88.0,98.8,70.5,27.1
Gujarat,Tapi,21779,29291,8574,941,28.6,16.3,33.1,3.8,63.1,56.5,26.5,94.1,92.2,83.7,58.0,12.5,1.7,17.3,14.6,23.2,21.5,7.7,13.8,87.7,87.3,99.7,43.3,25.8
Gujarat,Vadodara,20219,28665,11655,938,33.9,19.6,31.3,3.6,57.1,60.4,17.9,91.9,97.0,76.4,57.2,6.6,2.0,18.8,16.7,23.9,23.6,8.6,10.1,94.6,97.2,99.1,53.8,14.1
Gujarat,Valsad,26077,21244,10400,963,29.0,21.2,27.6,4.6,59.8,50.0,21.8,96.2,96.1,82.6,61.8,14.3,2.0,21.2,16.3,24.0,23.6,9.1,9.9,91.6,61.6,99.2,53.6,34.7
Gujarat,Ahmedabad (Zone 2),31123,23338,11943,941,31.4,17.9,34.8,3.2,60.2,46.2,22.1,96.6,96.5,82.0,64.1,12.7,1.7,19.4,12.7,18.4,22.3,11.2,10.0,90.8,83.7,98.5,60.7,10.0
Himachal Pradesh,Bilaspur,22083,25192,8024,972,28.3,14.3,23.5,3.7,57.2,48.1,19.2,98.1,98.4,89.1,69.1,8.0,1.4,10.2,14.6,23.9,27.6,6.4,4.2,96.8,95.2,99.7,65.2,23.0
